chunk,rea_id,rea_text,reg_id,reg_article,reg_text,deviation,confidence,needs_more_context,types,compliance_status,reasoning_short,evidence_rea,evidence_reg
chunk3_deontic_stages,REA-09#1,"Provide documentation to customers which describes the system's: 1) intended uses,",REG-053,Art13(3),The instructions for use shall contain least the following information:,False,medium,False,none,compliant,The REA appears to instantiate documentation content under the broader requirement that instructions for use contain information; no direct conflict is stated in the quoted text.,"Provide documentation to customers which describes the system's: 1) intended uses,",The instructions for use shall contain least the following information:
chunk3_deontic_stages,REA-09#1,"Provide documentation to customers which describes the system's: 1) intended uses,",REG-056,Art13(3(i)),The instructions for use shall contain least the following information: (i) its intended purpose;,False,medium,False,none,compliant,Both texts align on providing documentation/instructions covering the system's intended use/purpose; no clear meaning-changing mismatch is shown by the quoted spans.,"Provide documentation to customers which describes the system's: 1) intended uses,",The instructions for use shall contain least the following information: (i) its intended purpose;
chunk3_deontic_stages,REA-09#1,"Provide documentation to customers which describes the system's: 1) intended uses,",REG-060,Art13(6(v)),"(iv) where applicable, The Provider shall provide information that is relevant to explain its output; (v) when appropriate, The Provider shall perform regarding specific persons or groups of persons on which the system is intended to be used;",False,low,True,none,needs manual review,"The REA addresses documentation about intended uses, while the REG text concerns explaining output and specific persons or groups; these are not clearly the same constraint, so no quote-supported deviation can be established.","Provide documentation to customers which describes the system's: 1) intended uses,","(iv) where applicable, The Provider shall provide information that is relevant to explain its output; (v) when appropriate, The Provider shall perform regarding specific persons or groups of persons on which the system is intended to be used;"
chunk3_deontic_stages,REA-10#1,Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,REG-048,Art11(2),"The Provider SHALL draw up a single set of technical documentation containing all the information set out in paragraph 1, as well as the information required under those legal acts where a high-risk ai system related to a product covered by the union harmonisation legislation listed in section a of annex i is placed on the market or put into service.",False,low,True,none,needs manual review,"The REA concerns providing documentation to customers, whereas the REG concerns drawing up a single set of technical documentation under specified conditions; these are different obligations and no direct conflict is clearly stated.",Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,"The Provider SHALL draw up a single set of technical documentation containing all the information set out in paragraph 1, as well as the information required under those legal acts where a high-risk ai system related to a product covered by the union harmonisation legislation listed in section a of annex i is placed on the market or put into service."
chunk3_deontic_stages,REA-10#1,Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,REG-056,Art13(3(i)),The instructions for use shall contain least the following information: (i) its intended purpose;,False,low,True,none,needs manual review,"The REA refers to providing documentation describing evidence that the system is fit for purpose for each intended use, while the REG requires instructions for use to contain information on intended purpose; the texts are related but not directly conflicting, and omission alone is not a deviation.",Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,The instructions for use shall contain least the following information: (i) its intended purpose;
chunk3_deontic_stages,REA-10#1,Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,REG-060,Art13(6(v)),"(iv) where applicable, The Provider shall provide information that is relevant to explain its output; (v) when appropriate, The Provider shall perform regarding specific persons or groups of persons on which the system is intended to be used;",False,low,True,none,needs manual review,"The REA addresses documentation about fitness for purpose for intended uses, while the REG text concerns information explaining output and another unclear clause about specific persons or groups; these do not clearly express the same constraint, so no quote-supported mismatch can be established.",Provide documentation to customers which describes the system's: 2) evidence that the system is fit for purpose for each intended use.,"(iv) where applicable, The Provider shall provide information that is relevant to explain its output; (v) when appropriate, The Provider shall perform regarding specific persons or groups of persons on which the system is intended to be used;"
chunk3_deontic_stages,REA-10#2,"Instead of providing a detailed Transparency Note for platform services, provide only a verbal summary to the customer's procurement lead.",REG-048,Art11(2),"The Provider SHALL draw up a single set of technical documentation containing all the information set out in paragraph 1, as well as the information required under those legal acts where a high-risk ai system related to a product covered by the union harmonisation legislation listed in section a of annex i is placed on the market or put into service.",False,low,True,none,needs manual review,"The REA discusses providing a transparency note or verbal summary to a customer contact, while the REG requires the provider to draw up technical documentation. Because the obligations address different artifacts and acts, there is no clear quote-supported mismatch.",,
chunk3_deontic_stages,REA-10#2,"Instead of providing a detailed Transparency Note for platform services, provide only a verbal summary to the customer's procurement lead.",REG-050,Art13(1),deployer High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently transparent to enable deployers to interpret a system's output and use it appropriately.,False,low,True,none,needs manual review,"The REA concerns a communication artifact ('verbal summary' versus 'detailed Transparency Note'), whereas the REG concerns system design and development to ensure sufficiently transparent operation. These are not clearly the same constraint, so no direct conflict is supported by the text.",,
chunk3_deontic_stages,REA-10#2,"Instead of providing a detailed Transparency Note for platform services, provide only a verbal summary to the customer's procurement lead.",REG-051,Art13(1),deployer An appropriate type and degree of transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and deployer set out in Section 3.,False,low,True,none,needs manual review,"The REA mentions providing a verbal summary instead of a detailed Transparency Note, while the REG requires that an appropriate type and degree of transparency be ensured. The texts do not clearly express the same specific constraint, so no quote-supported mismatch can be established.",,
chunk4_deontic_stages,REA-11#1,"The Stakeholders SHALL define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.",REG-028,Art10(2(e)),"Those practices shall concern in particular: (e) an assessment of the availability, quantity and suitability of the data sets that are needed;",False,low,True,none,needs manual review,"The REA concerns defining and documenting requirements, whereas the REG concerns assessment of data set availability, quantity, and suitability; no direct quote-supported conflict is expressed.",define and document data requirements,"an assessment of the availability, quantity and suitability of the data sets that are needed"
chunk4_deontic_stages,REA-11#1,"The Stakeholders SHALL define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.",REG-033,Art10(3),"Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible, free of errors and complete in view of the intended purpose.",False,low,True,none,needs manual review,"The REA sets a requirement-definition task, while the REG imposes quality characteristics on training, validation and testing data sets; they do not clearly state the same or contradictory constraint.","define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed","Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible, free of errors and complete in view of the intended purpose."
chunk4_deontic_stages,REA-11#1,"The Stakeholders SHALL define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.",REG-036,Art10(4),"Data sets shall take into account, to the extent required by the intended purpose, the characteristics or elements that are particular to the specific geographical, contextual, behavioural or functional setting within which the high-risk AI system is intended to be used.",False,low,True,none,needs manual review,"The REA addresses defining and documenting data requirements, while the REG requires data sets to take into account certain setting-specific characteristics; these are related but not clearly the same or directly conflicting constraint.","define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed","Data sets shall take into account, to the extent required by the intended purpose, the characteristics or elements that are particular to the specific geographical, contextual, behavioural or functional setting within which the high-risk AI system is intended to be used."
chunk4_deontic_stages,REA-11#2,"Data governance practices apply only to data explicitly provided by the user, excluding any derived behavioral datasets processed by the system.",REG-022,Art10(2),"Training, validation and testing data sets shall be subject to data governance and management practices appropriate for the intended purpose of the high-risk AI system.",True,high,False,Data deviation,potential violation,"The REG requires data governance practices for training, validation and testing data sets generally, while the REA narrows the governed data to only user-provided data and excludes derived behavioral datasets, changing the covered data scope.","apply only to data explicitly provided by the user, excluding any derived behavioral datasets processed by the system","Training, validation and testing data sets shall be subject to data governance and management practices"
chunk4_deontic_stages,REA-11#2,"Data governance practices apply only to data explicitly provided by the user, excluding any derived behavioral datasets processed by the system.",REG-023,Art10(2),Those practices shall concern in particular:,False,low,True,none,needs manual review,REG-023 is only an introductory fragment ('Those practices shall concern in particular:') and does not by itself express a concrete comparable constraint against the REA's limitation.,,
chunk4_deontic_stages,REA-11#2,"Data governance practices apply only to data explicitly provided by the user, excluding any derived behavioral datasets processed by the system.",REG-025,Art10(2(b)),"Those practices shall concern in particular: (b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data collection;",False,low,True,none,needs manual review,"The REA limits the scope of data governance practices to user-provided data and excludes derived behavioral datasets, while the REG says the practices shall concern data collection processes and origin of data. These are related but not clearly the same direct constraint, so no quote-supported mismatch is established.",,
chunk4_deontic_stages,REA-12#1,"Define and document procedures for the collection and processing of data, to include annotation, labelling, cleaning, enrichment, and aggregation, where relevant.",REG-025,Art10(2(b)),"Those practices shall concern in particular: (b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data collection;",False,low,True,none,needs manual review,"REA refers to 'the collection and processing of data', while REG addresses 'data collection processes and the origin of data'; they are related but do not clearly express the same or directly conflicting constraint, and omission alone is not a deviation.",,
chunk4_deontic_stages,REA-12#1,"Define and document procedures for the collection and processing of data, to include annotation, labelling, cleaning, enrichment, and aggregation, where relevant.",REG-026,Art10(2(c)),"Those practices shall concern in particular: (c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and aggregation;",False,medium,False,none,compliant,"REA and REG both cover data-preparation operations including annotation, labelling, cleaning, enrichment, and aggregation; REA omits 'updating', but omission alone is not a deviation.",,
chunk4_deontic_stages,REA-12#1,"Define and document procedures for the collection and processing of data, to include annotation, labelling, cleaning, enrichment, and aggregation, where relevant.",REG-032,Art10(2(h)),and shortcomings can be addressed.,False,low,True,none,needs manual review,REG-032 is a fragment ('and shortcomings can be addressed') and does not clearly align with or conflict with the REA text without more context.,,
chunk4_deontic_stages,REA-13#1,"The User SHALL assess the quantity and suitability of available data sets that will be needed by the system in relation to the data requirements defined in A4.1, if planning to use existing data sets to train the system.",REG-022,Art10(2),"Training, validation and testing data sets shall be subject to data governance and management practices appropriate for the intended purpose of the high-risk AI system.",False,low,True,none,needs manual review,"The REA requires an assessment activity by the user, whereas the REG requires data sets to be subject to governance and management practices; the constraints are related but not clearly the same or directly conflicting.",The User SHALL assess the quantity and suitability of available data sets,"Training, validation and testing data sets shall be subject to data governance and management practices appropriate for the intended purpose of the high-risk AI system."
chunk4_deontic_stages,REA-13#1,"The User SHALL assess the quantity and suitability of available data sets that will be needed by the system in relation to the data requirements defined in A4.1, if planning to use existing data sets to train the system.",REG-028,Art10(2(e)),"Those practices shall concern in particular: (e) an assessment of the availability, quantity and suitability of the data sets that are needed;",True,medium,False,Responsibility deviation,potential violation,"The REA assigns the assessment directly to ""The User,"" while the REG frames it as something that ""Those practices"" must concern, creating a role/allocation mismatch in who carries the assessment requirement.",The User SHALL assess the quantity and suitability of available data sets,"Those practices shall concern in particular: (e) an assessment of the availability, quantity and suitability of the data sets that are needed;"
chunk4_deontic_stages,REA-13#1,"The User SHALL assess the quantity and suitability of available data sets that will be needed by the system in relation to the data requirements defined in A4.1, if planning to use existing data sets to train the system.",REG-033,Art10(3),"Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible, free of errors and complete in view of the intended purpose.",False,low,True,none,needs manual review,"The REA addresses assessing quantity and suitability of available data sets, while the REG sets quality characteristics for training, validation and testing data sets; they do not clearly express the same constraint.",assess the quantity and suitability of available data sets that will be needed by the system,"Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible, free of errors and complete in view of the intended purpose."
chunk4_deontic_stages,REA-13#2,Document this assessment in the Impact Assessment.,REG-019,Art9(9),"When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on persons under the age of 18 and, as appropriate, other vulnerable groups.",False,low,True,none,needs manual review,"The REA refers generally to documenting an assessment, whereas the REG requires considering adverse impacts on minors and vulnerable groups; there is no quote-supported same-or-conflicting constraint.",Document this assessment in the Impact Assessment.,"When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on persons under the age of 18 and, as appropriate, other vulnerable groups."
chunk4_deontic_stages,REA-13#2,Document this assessment in the Impact Assessment.,REG-028,Art10(2(e)),"Those practices shall concern in particular: (e) an assessment of the availability, quantity and suitability of the data sets that are needed;",False,low,True,none,needs manual review,"The REA requires documenting an assessment, while the REG says certain practices shall concern a specific assessment; these do not clearly express the same constraint or a direct conflict.",Document this assessment in the Impact Assessment.,"Those practices shall concern in particular: (e) an assessment of the availability, quantity and suitability of the data sets that are needed;"
chunk4_deontic_stages,REA-13#2,Document this assessment in the Impact Assessment.,REG-085,Art15(3),The Regulator SHALL declare the levels of accuracy and the relevant accuracy metrics of high-risk AI systems in the accompanying instructions of use.,False,low,True,none,needs manual review,"The actor, action, and object differ substantially between documenting an assessment and a regulator declaring accuracy metrics, so no directly comparable conflicting constraint is shown.",Document this assessment in the Impact Assessment.,The Regulator SHALL declare the levels of accuracy and the relevant accuracy metrics of high-risk AI systems in the accompanying instructions of use.
chunk5_deontic_stages,REA-14#1,"Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.",REG-047,Art11(1),or The Authorities put into service and shall be kept up-to date.,False,low,True,none,needs manual review,"The REG text is fragmentary and concerns being kept up-to-date, whereas the REA concerns identifying responsible stakeholders; there is no clear quote-supported mismatch.","Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.",or The Authorities put into service and shall be kept up-to date.
chunk5_deontic_stages,REA-14#1,"Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.",REG-076,Art14(4),"The Deployer SHALL be provided with the high-risk AI system in such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:",False,low,True,none,needs manual review,"The REA requires identifying responsible stakeholders, while the REG requires the deployer to be provided the system so that assigned natural persons are enabled; these do not clearly express the same or directly conflicting constraint.","Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.","The Deployer SHALL be provided with the high-risk AI system in such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:"
chunk5_deontic_stages,REA-14#1,"Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.",REG-077,Art14(4(a)),"The Deployer SHALL be provided with the high-risk AI system in such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate: (a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;",False,low,True,none,needs manual review,"The REA is about identifying responsible stakeholders, while the REG is about enabling assigned human overseers to understand and monitor the system; they are related in theme but not clearly the same or directly conflicting requirement.","Identify the stakeholders who are responsible for troubleshooting, managing, operating, overseeing, and controlling the system during and after deployment.","The Deployer SHALL be provided with the high-risk AI system in such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate: (a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;"
chunk5_deontic_stages,REA-14#2,The ultimate responsibility for oversight and risk mitigation lies solely with the end-user's IT department rather than the system provider.,REG-070,Art14(3),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA states responsibility lies with the end-user's IT department rather than the system provider, but the REG text only states that oversight measures shall be commensurate with risks, autonomy, and context of use. This is not a direct conflict in the provided text.",,
chunk5_deontic_stages,REA-14#2,The ultimate responsibility for oversight and risk mitigation lies solely with the end-user's IT department rather than the system provider.,REG-072,Art14(3(a)),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA assigns responsibility for oversight and risk mitigation, while the REG requires that oversight measures be commensurate with certain factors. These do not clearly express the same or directly conflicting constraint.",,
chunk5_deontic_stages,REA-14#2,The ultimate responsibility for oversight and risk mitigation lies solely with the end-user's IT department rather than the system provider.,REG-074,Art14(3(b)),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA concerns who bears ultimate responsibility, whereas the REG concerns the proportionality of oversight measures. No quote-supported mismatch on the same constraint is clear.",,
chunk5_deontic_stages,REA-15#1,The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,REG-071,Art14(3),The oversight measures shall be ensured through either one or both of the following types of measures:.,False,low,True,none,needs manual review,"The REA concerns defining and documenting a method for evaluation, while the REG states that oversight measures must be ensured through certain types of measures; these are related but not clearly the same constraint or directly conflicting.",The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,The oversight measures shall be ensured through either one or both of the following types of measures:.
chunk5_deontic_stages,REA-15#1,The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,REG-072,Art14(3(a)),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA requires a defined and documented evaluation method, whereas the REG requires oversight measures to be commensurate with risks, autonomy, and context of use; no direct textual mismatch is established.",The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,"
chunk5_deontic_stages,REA-15#1,The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,REG-074,Art14(3(b)),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA text addresses documenting a method to evaluate accomplishment of oversight or control functions, while the REG text addresses proportionality of oversight measures; the texts do not clearly express the same or conflicting requirement.",The method SHALL be defined and documented to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.,"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,"
chunk5_deontic_stages,REA-15#2,"Metrics or rubrics SHALL be included that will be used in the evaluations. When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.",REG-070,Art14(3),"The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,",False,low,True,none,needs manual review,"The REA requires metrics/rubrics or guidance for evaluations, whereas the REG requires oversight measures to be commensurate with risk, autonomy, and context of use. No quote-supported mismatch on the same constraint is clear.","Metrics or rubrics SHALL be included that will be used in the evaluations. | When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.","The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk AI system,"
chunk5_deontic_stages,REA-15#2,"Metrics or rubrics SHALL be included that will be used in the evaluations. When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.",REG-071,Art14(3),The oversight measures shall be ensured through either one or both of the following types of measures:.,False,low,True,none,needs manual review,"The REA discusses including metrics or rubrics and providing guidance for evaluation, while the REG states that oversight measures shall be ensured through certain types of measures. These do not clearly express the same constraint or a direct conflict.","Metrics or rubrics SHALL be included that will be used in the evaluations. | When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.",The oversight measures shall be ensured through either one or both of the following types of measures:.
chunk5_deontic_stages,REA-15#2,"Metrics or rubrics SHALL be included that will be used in the evaluations. When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.",REG-085,Art15(3),The Regulator SHALL declare the levels of accuracy and the relevant accuracy metrics of high-risk AI systems in the accompanying instructions of use.,False,low,True,none,needs manual review,"The REA refers to including evaluation metrics or rubrics and giving guidance to a third party evaluator, while the REG assigns the Regulator to declare accuracy levels and relevant accuracy metrics in instructions of use. The relationship is too unclear to establish a direct mismatch rather than different obligations.","Metrics or rubrics SHALL be included that will be used in the evaluations. | When this is not possible, guidance SHALL be provided to the third party responsible for evaluating oversight or control functions.",The Regulator SHALL declare the levels of accuracy and the relevant accuracy metrics of high-risk AI systems in the accompanying instructions of use.
